Plot,Subplot,Species,Height,Diameter,Notes
BIS-01,8,CEIN,1.7,0.5,NA
BIS-01,8,TODI,0.5,0.1,NA
BIS-01,8,CEIN,1.8,0.3,NA
BIS-01,8,CEIN,2.2,0.07,NA
BIS-01,8,RUAR,2.2,0.7,NA
BIS-01,8,TODI,1.6,0.3,NA
BIS-01,8,CEIN,1.4,0.3,NA
BIS-01,8,TODI,0.6,0.2,NA
BIS-01,8,CEIN,1.7,0.3,NA
BIS-01,8,CEIN,1.7,0.3,NA
BIS-01,8,TODI,1.4,0.2,NA
BIS-01,8,CEIN,1.4,0.5,NA
BIS-01,8,TODI,1.2,0.2,NA
BIS-01,8,CEIN,1.1,0.3,NA
BIS-01,8,CEIN,1.8,0.5,NA
BIS-01,8,TODI,1.2,0.2,NA
BIS-01,8,CEIN,2,0.3,NA
BIS-01,8,TODI,1.1,0.2,NA
BIS-01,8,CEIN,0.8,0.2,NA
BIS-01,8,CEIN,1.4,0.3,NA
BIS-01,8,TODI,0.8,0.2,NA
BIS-01,8,CEIN,2.1,0.5,NA
BIS-01,8,TODI,0.6,0.1,NA
BIS-01,8,CEIN,0.9,0.2,NA
BIS-01,8,CEIN,1.3,0.3,NA
BIS-01,8,TODI,1.7,0.3,NA
BIS-01,8,CEIN,1.7,0.3,NA
BIS-01,8,TODI,0.5,0.1,NA
BIS-01,8,CEIN,0.8,0.3,NA
BIS-01,8,CEIN,1.8,0.4,NA
BIS-02,3,CEIN,1,0.3,NA
BIS-02,3,TODI,1.25,0.25,NA
BIS-02,3,ARME,1.25,0.5,NA
BIS-02,3,PIPO,1.5,0.75,NA
BIS-02,3,CEIN,1.5,0.3,NA
BIS-02,3,TODI,0.5,0.2,NA
BIS-02,3,QUCH2,1.5,1,NA
BIS-02,3,CEIN,1,0.75,NA
BIS-02,3,TODI,1.5,0.5,NA
BIS-02,3,CEIN,1,0.5,NA
BIS-02,3,CEIN,2,0.5,NA
BIS-02,3,CEIN,1.5,0.5,NA
BIS-02,3,CEIN,0.75,0.5,NA
BIS-02,3,CEIN,2.5,2,NA
BIS-02,3,TODI,0.75,0.25,NA
BIS-02,3,CEIN,1.5,0.5,NA
BIS-02,3,TODI,1,0.2,NA
BIS-02,3,QUCH2,0.75,0.4,NA
BIS-02,3,CEIN,0.75,0.25,NA
BIS-02,3,TODI,0.5,0.2,NA
BIS-02,3,CEIN,2.5,1.75,NA
BIS-02,3,CEIN,1.25,0.5,NA
BIS-02,3,CEIN,1.75,0.5,NA
BIS-02,3,CEIN,0.75,0.25,NA
BIS-02,3,CEIN,2.25,0.5,NA
BIS-02,3,TODI,0.5,0.2,NA
BIS-02,3,CEIN,0.75,0.2,NA
BIS-02,3,TODI,0.5,0.1,NA
BIS-02,3,CEIN,1,0.5,NA
BIS-02,3,TODI,0.5,0.25,NA
BIS-02,3,CEIN,1.5,0.5,NA
BIS-02,3,CEIN,1.75,0.5,NA
BIS-02,3,CEIN,1.75,0.25,NA
BIS-02,3,CEIN,0.75,0.5,NA
BIS-02,3,CEIN,3,0.75,NA
BIS-02,3,TODI,1.25,0.2,NA
BIS-02,3,CEIN,0.75,0.5,NA
BIS-02,3,TODI,1,0.5,NA
BIS-02,3,CEIN,2.25,0.75,NA
BIS-02,3,TODI,0.5,0.25,NA
BIS-02,3,CEIN,0.5,0.5,NA
BIS-02,3,CEIN,1.25,0.5,NA
BIS-02,3,CEIN,1.5,0.75,NA
BIS-02,3,CEIN,2,1,NA
BIS-02,3,CEIN,1.5,1.25,NA
BIS-02,3,TODI,1,0.15,NA
BIS-02,3,CEIN,0.75,0.3,NA
BIS-02,3,TODI,1,0.25,NA
BIS-02,3,CEIN,1.25,1,NA
BIS-02,3,TODI,1,0.75,NA
BIS-02,3,CEIN,2.5,0.25,NA
BIS-02,3,CEIN,0.75,0.25,NA
BIS-02,3,CEIN,0.75,0.5,NA
BIS-02,3,CEIN,0.75,0.3,NA
BIS-02,3,CEIN,0.75,1,NA
BIS-02,3,TODI,1,0.25,NA
BIS-02,3,CEIN,0.5,0.3,NA
BIS-02,3,TODI,0.5,0.25,NA
BIS-02,3,CEIN,1.75,1.5,NA
BIS-02,3,TODI,0.75,0.25,NA
BIS-02,3,CEIN,1.25,0.5,NA
BIS-02,3,CEIN,0.75,0.5,NA
BIS-02,3,CEIN,1.75,1,NA
BIS-02,3,CEIN,0.75,0.25,NA
BIS-02,3,QUCH2,0.75,0.75,NA
BIS-02,3,CEIN,1.5,1,NA
BIS-02,3,CEIN,0.75,0.5,NA
BIS-02,3,CEIN,1,0.75,NA
BIS-02,3,TODI,0.75,0.25,NA
BIS-02,3,CEIN,1.25,0.6,NA
BIS-02,3,QUCH2,0.75,0.5,NA
BIS-02,3,CEIN,1.25,1,NA
BIS-02,3,QUCH2,1.25,0.5,NA
BIS-02,3,CEIN,2,0.5,NA
BIS-02,3,CEIN,1.75,0.75,NA
BIS-02,3,CEIN,2,0.5,NA
BIS-02,3,TODI,0.75,0.25,NA
BIS-02,3,CEIN,1.5,0.75,NA
BIS-02,3,QUCH2,1.25,0.5,NA
BIS-02,3,CEIN,0.5,0.4,NA
BIS-02,3,QUCH2,0.75,0.5,NA
BIS-02,3,CEIN,0.75,0.3,NA
BIS-02,3,CEIN,2.5,0.75,NA
BIS-02,3,CEIN,1,0.5,NA
BIS-02,3,TODI,1,0.5,NA
BIS-02,3,CEIN,0.75,0.5,NA
BIS-02,3,QUCH2,1.5,0.75,NA
BIS-02,3,CEIN,1,0.5,NA
BIS-02,3,QUCH2,2,1.5,NA
BIS-02,3,CEIN,0.75,0.5,NA
BIS-02,3,CEIN,0.5,0.25,NA
BIS-02,3,CEIN,0.75,0.5,NA
BIS-02,3,TODI,1.25,0.25,NA
BIS-02,3,CEIN,0.75,0.5,NA
BIS-02,3,CEIN,1.5,1,NA
BIS-02,3,QUCH2,1,1,NA
BIS-02,3,CEIN,1.75,0.75,NA
BIS-02,3,CEIN,0.5,0.25,NA
BIS-02,3,CEIN,0.5,0.25,NA
BIS-02,3,TODI,0.25,0.5,NA
BIS-02,3,CEIN,1,0.5,NA
BIS-02,3,CEIN,1.25,0.5,NA
BIS-02,3,QUCH2,2,1.75,NA
BIS-02,3,CEIN,1,0.25,NA
BIS-02,3,CEIN,0.5,0.25,NA
BIS-02,3,CEIN,0.75,0.2,NA
BIS-02,3,TODI,0.75,0.25,NA
BIS-02,3,CEIN,0.75,0.75,NA
BIS-02,6,CEIN,1.25,0.5,NA
BIS-02,6,TODI,1,0.75,NA
BIS-02,6,ARCO3,1.5,0.75,NA
BIS-02,6,CEIN,1,0.5,NA
BIS-02,6,QUCH2,1.75,1,NA
BIS-02,6,ARCO3,1.75,1.25,NA
BIS-02,6,ARPA6,1,0.5,NA
BIS-02,6,CEIN,1.25,0.7,NA
BIS-02,6,ARPA6,1.25,0.75,NA
BIS-02,6,CEIN,1.5,0.5,NA
BIS-02,6,TODI,0.75,0.5,NA
BIS-02,6,CEIN,1.5,0.2,NA
BIS-02,6,CEIN,0.75,0.25,NA
BIS-02,6,ARPA6,1.25,0.3,NA
BIS-02,6,CEIN,1.5,1.5,NA
BIS-02,6,TODI,1.5,1,NA
BIS-02,6,ARCO3,0.75,1,NA
BIS-02,6,CEIN,0.75,0.5,NA
BIS-02,6,QUCH2,1,0.6,NA
BIS-02,6,ARPA6,1.25,0.75,NA
BIS-02,6,CEIN,1,0.25,NA
BIS-02,6,ARPA6,1.25,0.75,NA
BIS-02,6,CEIN,1.5,1.25,NA
BIS-02,6,TODI,1.25,0.5,NA
BIS-02,6,CEIN,1.5,0.2,NA
BIS-02,6,CEIN,1.25,0.5,NA
BIS-02,6,ARPA6,1.25,0.3,NA
BIS-02,6,CEIN,2,1,NA
BIS-02,6,TODI,1,0.5,NA
BIS-02,6,ARCO3,1,0.25,NA
BIS-02,6,CEIN,2,0.75,NA
BIS-02,6,QUCH2,1.25,0.25,NA
BIS-02,6,ARPA6,1,0.75,NA
BIS-02,6,CEIN,1.25,0.75,NA
BIS-02,6,ARPA6,1.75,0.25,NA
BIS-02,6,CEIN,2.5,0.5,NA
BIS-02,6,CEIN,1.5,0.5,NA
BIS-02,6,CEIN,0.75,0.5,NA
BIS-02,6,ARPA6,2,0.75,NA
BIS-02,6,CEIN,1.75,0.75,NA
BIS-02,6,TODI,0.75,0.2,NA
BIS-02,6,ARCO3,0.75,0.5,NA
BIS-02,6,CEIN,1.25,1,NA
BIS-02,6,QUCH2,0.75,0.5,NA
BIS-02,6,ARPA6,1,0.5,NA
BIS-02,6,CEIN,1,0.5,NA
BIS-02,6,ARPA6,1.5,0.5,NA
BIS-02,6,CEIN,2,0.75,NA
BIS-02,6,CEIN,2.5,0.75,NA
BIS-02,6,CEIN,2,0.6,NA
BIS-02,6,ARPA6,1,0.24,NA
BIS-02,6,ARPA6,1,0.25,NA
BIS-02,6,CEIN,1.5,0.75,NA
BIS-02,6,CEIN,2.75,0.5,NA
BIS-02,6,CEIN,1.25,1.5,NA
BIS-02,6,CEIN,0.75,0.5,NA
BIS-02,6,CEIN,1.75,0.5,NA
BIS-02,6,ARPA6,1,0.25,NA
BIS-02,6,CEIN,0.5,0.25,NA
BIS-02,6,CEIN,1.25,0.25,NA
BIS-02,6,CEIN,1.25,0.5,NA
BIS-02,6,CEIN,1.5,0.5,NA
BIS-02,6,CEIN,1,0.75,NA
BIS-02,6,ARPA6,1.25,0.25,NA
BIS-02,6,CEIN,1,0.5,NA
BIS-02,6,CEIN,1,0.25,NA
BIS-02,6,CEIN,3,0.75,NA
BIS-02,6,CEIN,2.5,0.75,NA
BIS-02,6,CEIN,1.25,0.75,NA
BIS-02,6,CEIN,1,0.5,NA
BIS-02,6,CEIN,1.75,0.5,NA
BIS-02,6,CEIN,1,1.5,NA
BIS-02,6,CEIN,1.25,0.75,NA
BIS-02,8,TODI,0.75,0.25,NA
BIS-02,8,CEIN,1.5,0.4,NA
BIS-02,8,PSME,0.5,0.5,NA
BIS-02,8,GAFR,1.25,0.25,NA
BIS-02,8,CEIN,2.5,1.25,NA
BIS-02,8,CEIN,1,1,NA
BIS-02,8,LOHI2,0.75,0.25,NA
BIS-02,8,CEIN,1.25,0.75,NA
BIS-02,8,CEIN,2.5,1.5,NA
BIS-02,8,CEIN,2,1,NA
BIS-02,8,CEIN,1.75,1,NA
BIS-02,8,LOHI2,0.75,0.75,NA
BIS-02,8,CEIN,1.5,1,NA
BIS-02,8,CEIN,1.5,1,NA
BIS-02,8,TODI,0.5,0.4,NA
BIS-02,8,CEIN,3,0.2,NA
BIS-02,8,GAFR,2,0.3,NA
BIS-02,8,CEIN,2,1,NA
BIS-02,8,CEIN,1.5,0.5,NA
BIS-02,8,LOHI2,0.75,0.4,NA
BIS-02,8,CEIN,1,1,NA
BIS-02,8,CEIN,3,2.5,NA
BIS-02,8,CEIN,1.75,1,NA
BIS-02,8,CEIN,1.5,1,NA
BIS-02,8,LOHI2,0.75,0.3,NA
BIS-02,8,CEIN,0.75,0.5,NA
BIS-02,8,CEIN,4,1.5,NA
BIS-02,8,TODI,2,0.75,NA
BIS-02,8,CEIN,2,1,NA
BIS-02,8,GAFR,1,0.2,NA
BIS-02,8,CEIN,2.75,1,NA
BIS-02,8,CEIN,1.25,1,NA
BIS-02,8,LOHI2,1.25,0.25,NA
BIS-02,8,CEIN,1.25,0.75,NA
BIS-02,8,CEIN,1.25,0.5,NA
BIS-02,8,CEIN,1.5,0.75,NA
BIS-02,8,CEIN,1,0.5,NA
BIS-02,8,CEIN,0.75,0.25,NA
BIS-02,8,CEIN,1,0.5,NA
BIS-02,8,CEIN,1.5,1,NA
BIS-02,8,CEIN,1.25,0.25,NA
BIS-02,8,CEIN,1,1.5,NA
BIS-02,8,LOHI2,0.75,0.75,NA
BIS-02,8,CEIN,1.25,0.75,NA
BIS-02,8,CEIN,1.75,0.4,NA
BIS-02,8,CEIN,0.75,1,NA
BIS-02,8,CEIN,1,0.5,NA
BIS-02,8,CEIN,0.75,0.5,NA
BIS-02,8,CEIN,1.5,0.75,NA
BIS-03,3,CEIN,2.5,1,NA
BIS-03,3,CEIN,2.5,1.2,NA
BIS-03,3,CEIN,0.75,0.4,NA
BIS-03,3,CEIN,1,0.5,NA
BIS-03,3,CEIN,1.75,0.4,NA
BIS-03,3,CEIN,1.75,0.4,NA
BIS-03,3,PIPO,1.75,0.7,NA
BIS-03,3,PSME,1.75,0.7,NA
BIS-03,3,CEIN,2.5,0.4,NA
BIS-03,3,CEIN,2,0.7,NA
BIS-03,3,RULE,1.25,0.5,NA
BIS-03,3,ARME,0.75,0.5,NA
BIS-03,3,CEIN,2,0.8,NA
BIS-03,3,CEIN,2,1.2,NA
BIS-03,3,CEIN,2.75,1,NA
BIS-03,3,CEIN,1.5,1,NA
BIS-03,3,CEIN,0.5,0.3,NA
BIS-03,3,CEIN,2.25,0.6,NA
BIS-03,3,CEIN,1.75,0.5,NA
BIS-03,3,CEIN,2.25,1.1,NA
BIS-03,3,PIPO,1.75,0.6,NA
BIS-03,3,CEIN,1.25,0.5,NA
BIS-03,3,CEIN,2,0.3,NA
BIS-03,3,CEIN,1.5,0.6,NA
BIS-03,3,CEIN,1.75,0.4,NA
BIS-03,3,CEIN,2.25,0.5,NA
BIS-03,3,CEIN,1.5,0.6,NA
BIS-03,3,CEIN,0.5,0.2,NA
BIS-03,3,CEIN,1,0.1,NA
BIS-03,3,CEIN,2.5,0.6,NA
BIS-03,3,CEIN,2.5,1,NA
BIS-03,3,CEIN,1.25,0.2,NA
BIS-03,3,CEIN,2.25,0.4,NA
BIS-03,3,CEIN,2,0.6,NA
BIS-03,3,CEIN,1.75,0.2,NA
BIS-03,3,CEIN,2,0.7,NA
BIS-03,3,CEIN,1.5,0.3,NA
BIS-03,3,CEIN,0.5,0.3,NA
BIS-03,3,CEIN,2,0.8,NA
BIS-03,3,CEIN,1.5,0.4,NA
BIS-03,3,CEIN,2.25,0.5,NA
BIS-03,3,CEIN,0.75,0.1,NA
BIS-03,3,CEIN,2,0.7,NA
BIS-03,3,CEIN,2,0.7,NA
BIS-03,3,CEIN,1.75,0.5,NA
BIS-03,3,CEIN,1,0.2,NA
BIS-03,3,CEIN,1.25,0.4,NA
BIS-03,3,QUCH2,1.25,0.2,NA
BIS-03,3,CEIN,1,0.2,NA
BIS-03,3,CEIN,2,0.6,NA
BIS-03,3,CEIN,2.5,0.5,NA
BIS-03,3,CEIN,1.75,0.4,NA
BIS-03,3,CEIN,1,0.2,NA
BIS-03,3,QUCH2,1.5,0.4,NA
BIS-03,3,CEIN,2.25,0.9,NA
BIS-03,3,CEIN,1,0.3,NA
BIS-03,3,CEIN,1.25,0.3,NA
BIS-03,3,CEIN,1.5,0.3,NA
BIS-03,3,CEIN,1.25,0.4,NA
BIS-03,3,CEIN,1.75,0.5,NA
BIS-03,3,QUCH2,2.5,0.4,NA
BIS-03,3,CEIN,2,1.2,NA
BIS-03,3,CEIN,1.75,0.5,NA
BIS-03,3,CEIN,0.75,0.2,NA
BIS-03,3,CEIN,0.75,0.3,NA
BIS-03,3,CEIN,1.25,0.2,NA
BIS-03,3,QUCH2,2.5,0.4,NA
BIS-03,3,CEIN,2,0.7,NA
BIS-03,3,CEIN,0.75,0.3,NA
BIS-03,3,CEIN,1.5,0.5,NA
BIS-03,3,CEIN,2,0.5,NA
BIS-03,3,CEIN,2,0.7,NA
BIS-03,3,CEIN,1.25,0.7,NA
BIS-03,3,QUCH2,3.5,1.2,NA
BIS-03,3,CEIN,2,0.7,NA
BIS-03,3,CEIN,1,0.2,NA
BIS-03,3,CEIN,1.25,0.3,NA
BIS-03,3,CEIN,2,0.4,NA
BIS-03,3,CEIN,1.25,0.2,NA
BIS-03,3,QUCH2,2,0.5,NA
BIS-03,3,CEIN,1.5,0.4,NA
BIS-03,3,CEIN,1.25,0.4,NA
BIS-03,3,CEIN,1.75,0.7,NA
BIS-03,3,CEIN,2.5,0.6,NA
BIS-03,3,CEIN,2,0.5,NA
BIS-03,3,CEIN,1.75,0.6,NA
BIS-03,3,QUCH2,2,0.7,NA
BIS-03,3,CEIN,1.5,1,NA
BIS-03,3,CEIN,1.5,0.3,NA
BIS-03,3,CEIN,1,0.3,NA
BIS-03,3,CEIN,1.25,0.3,NA
BIS-03,3,CEIN,1.5,0.5,NA
BIS-03,3,QUCH2,1,0.2,NA
BIS-03,3,CEIN,1.5,0.6,NA
BIS-03,3,CEIN,1.5,0.7,NA
BIS-03,3,CEIN,2.5,0.7,NA
BIS-03,3,CEIN,2.75,1.3,NA
BIS-03,6,CEIN,1.25,0.4,NA
BIS-03,6,PSME,0.75,0.3,NA
BIS-03,6,CEIN,1.25,0.6,NA
BIS-03,6,CEIN,0.5,0.2,NA
BIS-03,6,PIPO,0.5,0.3,NA
BIS-03,6,CEIN,0.5,0.1,NA
BIS-03,6,CEIN,0.5,0.2,NA
BIS-03,6,CEIN,1,0.5,NA
BIS-03,6,CEIN,0.75,0.2,NA
BIS-03,6,CEIN,0.75,0.3,NA
BIS-03,6,CEIN,0.5,0.1,NA
BIS-03,6,CEIN,1.25,0.3,NA
BIS-03,6,CEIN,1.5,0.4,NA
BIS-03,6,CEIN,0.75,0.2,NA
BIS-03,6,CEIN,1,0.3,NA
BIS-03,6,PSME,0.75,0.3,NA
BIS-03,6,CEIN,1.25,0.6,NA
BIS-03,6,CEIN,3.25,1.75,NA
BIS-03,6,PIPO,0.5,0.2,NA
BIS-03,6,CEIN,0.75,0.2,NA
BIS-03,6,CEIN,1,0.3,NA
BIS-03,6,CEIN,0.5,0.2,NA
BIS-03,6,CEIN,2,0.5,NA
BIS-03,6,CEIN,0.5,0.1,NA
BIS-03,6,CEIN,1.5,0.3,NA
BIS-03,6,CEIN,0.5,0.1,NA
BIS-03,6,CEIN,1.25,0.4,NA
BIS-03,6,CEIN,2,0.3,NA
BIS-03,6,CEIN,0.5,0.1,NA
BIS-03,6,PSME,0.85,0.4,NA
BIS-03,6,CEIN,0.75,0.3,NA
BIS-03,6,CEIN,0.75,0.4,NA
BIS-03,6,CEIN,0.75,0.2,NA
BIS-03,6,CEIN,0.5,0.2,NA
BIS-03,6,CEIN,1.25,0.3,NA
BIS-03,6,CEIN,1,0.4,NA
BIS-03,6,CEIN,1.75,0.4,NA
BIS-03,6,CEIN,2.75,1.3,NA
BIS-03,6,CEIN,1,0.2,NA
BIS-03,6,CEIN,1,0.3,NA
BIS-03,6,CEIN,0.75,0.2,NA
BIS-03,6,CEIN,2.75,1,NA
BIS-03,6,CEIN,1.75,0.4,NA
BIS-03,6,CEIN,1,0.4,NA
BIS-03,6,CEIN,0.75,0.2,NA
BIS-03,6,CEIN,0.5,0.2,NA
BIS-03,6,CEIN,0.75,0.2,NA
BIS-03,6,CEIN,1,0.3,NA
BIS-03,6,CEIN,2,0.6,NA
BIS-03,6,CEIN,0.75,0.3,NA
BIS-03,6,CEIN,1.25,0.4,NA
BIS-03,6,CEIN,0.75,0.2,NA
BIS-03,6,CEIN,0.5,0.1,NA
BIS-03,6,CEIN,0.5,0.2,NA
BIS-03,6,CEIN,1.25,0.41,NA
BIS-03,6,CEIN,1.25,0.5,NA
BIS-03,6,ARVI4,1,0.4,NA
BIS-03,6,CEIN,0.5,0.1,NA
BIS-03,6,CEIN,0.75,0.1,NA
BIS-03,6,CEIN,0.5,0.1,NA
BIS-03,6,CEIN,1.25,0.3,NA
BIS-03,6,CEIN,0.75,0.2,NA
BIS-03,6,QUKE,1,1,NA
BIS-03,6,CEIN,2.25,1,NA
BIS-03,6,QUCH2,1,0.6,NA
BIS-03,6,CEIN,1.5,0.3,NA
BIS-03,6,CEIN,0.5,0.1,NA
BIS-03,6,CEIN,1,0.4,NA
BIS-03,6,CEIN,1.25,0.4,NA
BIS-03,6,CEIN,3.25,1,NA
BIS-03,6,CEIN,1.5,0.3,NA
BIS-03,6,CEIN,0.75,0.2,NA
BIS-03,6,CEIN,1.5,0.5,NA
BIS-03,6,CEIN,0.75,0.4,NA
BIS-03,6,ARVI4,1,0.4,NA
BIS-03,6,CEIN,0.75,0.1,NA
BIS-03,6,CEIN,1.25,0.4,NA
BIS-03,6,CEIN,1.5,0.75,NA
BIS-03,6,CEIN,1.25,0.5,NA
BIS-03,6,CEIN,1.25,0.3,NA
BIS-03,6,QUKE,1,0.5,NA
BIS-03,6,CEIN,0.75,0.2,NA
BIS-03,6,CEIN,1.25,0.3,NA
BIS-03,6,CEIN,2.25,0.75,NA
BIS-03,6,CEIN,1.25,0.4,NA
BIS-03,6,CEIN,3.25,1.5,NA
BIS-03,6,CEIN,1,0.3,NA
BIS-03,6,CEIN,1.75,0.4,NA
BIS-03,6,CEIN,0.75,0.3,NA
BIS-03,6,CEIN,1.25,0.4,NA
BIS-03,6,CEIN,1.75,0.7,NA
BIS-03,6,CEIN,0.5,0.3,NA
BIS-03,6,CEIN,1.5,0.4,NA
BIS-03,6,CEIN,1.5,0.4,NA
BIS-03,6,CEIN,1.5,0.3,NA
BIS-03,6,CEIN,1.5,0.2,NA
BIS-03,6,QUKE,1.5,0.8,NA
BIS-03,6,CEIN,1.25,0.4,NA
BIS-03,6,CEIN,0.75,0.3,NA
BIS-03,6,CEIN,0.75,0.4,NA
BIS-03,6,CEIN,2.5,1,NA
BIS-03,6,CEIN,1,0.3,NA
BIS-03,6,CEIN,1,0.3,NA
BIS-03,6,CEIN,2,0.75,NA
BIS-03,6,CEIN,1.5,0.4,NA
BIS-03,6,CEIN,2,0.5,NA
BIS-03,6,CEIN,0.5,0.2,NA
BIS-03,6,CEIN,0.75,0.3,NA
BIS-03,6,CEIN,0.75,0.3,NA
BIS-03,6,CEIN,1.5,0.5,NA
BIS-03,6,CEIN,1.5,0.3,NA
BIS-03,6,QUKE,1,0.4,NA
BIS-03,6,CEIN,1,0.3,NA
BIS-03,6,CEIN,0.75,0.2,NA
BIS-03,6,CEIN,2,0.5,NA
BIS-03,6,CEIN,0.75,0.3,NA
BIS-03,6,CEIN,2,0.5,NA
BIS-03,6,CEIN,2,0.5,NA
BIS-03,6,CEIN,0.75,0.3,NA
BIS-03,6,CEIN,0.5,0.2,NA
BIS-03,6,CEIN,0.5,0.2,NA
BIS-03,6,CEIN,0.5,0.2,NA
BIS-03,6,QUKE,0.75,0.1,NA
BIS-03,6,CEIN,0.75,0.3,NA
BIS-03,6,CEIN,0.5,0.3,NA
BIS-03,6,CEIN,0.75,0.4,NA
BIS-03,6,CEIN,0.5,0.1,NA
BIS-03,6,CEIN,0.75,0.1,NA
BIS-03,6,CEIN,0.75,0.3,NA
BIS-03,6,QUKE,0.5,0.2,NA
BIS-03,6,CEIN,0.75,0.3,NA
BIS-03,6,CEIN,0.5,0.2,NA
BIS-03,6,CEIN,1.5,0.8,NA
BIS-03,6,CEIN,0.5,0.1,NA
BIS-03,6,CEIN,1.75,0.5,NA
BIS-03,6,CEIN,2.25,1,NA
BIS-03,6,CEIN,0.5,0.2,NA
BIS-03,6,CEIN,0.75,0.2,NA
BIS-03,6,CEIN,0.75,0.3,NA
BIS-03,6,CEIN,1,0.3,NA
BIS-03,6,CEIN,0.75,0.2,NA
BIS-03,6,CEIN,0.75,0.3,NA
BIS-03,6,CEIN,0.75,0.4,NA
BIS-03,8,CEIN,0.5,0.4,NA
BIS-03,8,CEIN,1.75,0.5,NA
BIS-03,8,CEIN,1.5,0.6,NA
BIS-03,8,CEIN,1.75,0.5,NA
BIS-03,8,CEIN,1.5,0.4,NA
BIS-03,8,CEIN,1.5,0.6,NA
BIS-03,8,CEIN,1,0.2,NA
BIS-03,8,CEIN,0.75,0.2,NA
BIS-03,8,CEIN,2,0.4,NA
BIS-03,8,CEIN,1.25,0.6,NA
BIS-03,8,CEIN,1.75,0.4,NA
BIS-03,8,CEIN,1.5,0.2,NA
BIS-03,8,CEIN,1.25,0.4,NA
BIS-03,8,CEIN,1.25,1,NA
BIS-03,8,CEIN,2,1,NA
BIS-03,8,CEIN,2,0.7,NA
BIS-03,8,CEIN,2,0.3,NA
BIS-03,8,CEIN,1.5,0.4,NA
BIS-03,8,CEIN,1.5,0.3,NA
BIS-03,8,CEIN,2,0.7,NA
BIS-03,8,ARME,1.25,0.2,NA
BIS-03,8,CEIN,1.5,0.3,NA
BIS-03,8,CEIN,1,0.4,NA
BIS-03,8,CEIN,1.75,0.7,NA
BIS-03,8,ARVI4,1.25,0.8,NA
BIS-03,8,CEIN,1.5,0.3,NA
BIS-03,8,CEIN,0.75,0.2,NA
BIS-03,8,CEIN,0.75,0.2,NA
BIS-03,8,CEIN,2.25,0.8,NA
BIS-03,8,CEIN,1,0.3,NA
BIS-03,8,CEIN,0.75,0.3,NA
BIS-03,8,CEIN,0.5,0.3,NA
BIS-03,8,CEIN,0.75,0.2,NA
BIS-03,8,CEIN,0.75,0.4,NA
BIS-03,8,CEIN,1,0.4,NA
BIS-03,8,CEIN,2,0.5,NA
BIS-03,8,CEIN,1.25,0.5,NA
BIS-03,8,CEIN,1.5,0.3,NA
BIS-03,8,CEIN,1,0.3,NA
BIS-03,8,CEIN,0.75,0.2,NA
BIS-03,8,CEIN,0.25,0.4,Shorter than 50 cm
BIS-03,8,CEIN,1.25,0.6,NA
BIS-03,8,CEIN,1.25,0.4,NA
BIS-03,8,CEIN,1.25,0.3,NA
BIS-03,8,CEIN,1.5,0.9,NA
BIS-03,8,CEIN,2,0.8,NA
BIS-03,8,CEIN,0.75,0.5,NA
BIS-03,8,CEIN,1.5,0.2,NA
BIS-03,8,CEIN,2,0.9,NA
BIS-03,8,CEIN,1,0.3,NA
BIS-03,8,CEIN,1,0.2,NA
BIS-03,8,CEIN,0.75,0.2,NA
BIS-03,8,CEIN,0.75,0.1,NA
BIS-03,8,CEIN,1.75,0.6,NA
BIS-03,8,CEIN,0.5,0.3,NA
BIS-03,8,CEIN,0.75,0.3,NA
BIS-03,8,CEIN,0.5,0.2,NA
BIS-03,8,CEIN,0.5,0.2,NA
BIS-03,8,CEIN,0.75,0.2,NA
BIS-03,8,CEIN,0.75,0.3,NA
BIS-03,8,CEIN,1.25,0.5,NA
BIS-03,8,CEIN,2,1,NA
BIS-03,8,CEIN,0.5,0.6,NA
BIS-03,8,CEIN,1.5,0.3,NA
BIS-03,8,CEIN,0.5,0.2,NA
BIS-03,8,CEIN,0.5,0.2,NA
BIS-03,8,CEIN,1.75,0.7,NA
BIS-03,8,CEIN,0.5,0.4,NA
BIS-03,8,CEIN,1,0.4,NA
BIS-03,8,CEIN,0.5,0.2,NA
BIS-03,8,CEIN,0.5,0.2,NA
BIS-03,8,CEIN,0.5,0.1,NA
BIS-03,8,CEIN,1.5,0.5,NA
BIS-03,8,CEIN,1.5,0.4,NA
BIS-04,3,CEIN,1.25,0.3,NA
BIS-04,3,LIDE3,0.5,0.4,NA
BIS-04,3,CEIN,2,0.4,NA
BIS-04,3,CEIN,1,0.3,NA
BIS-04,3,TODI,1.5,0.4,NA
BIS-04,3,CEIN,1,0.3,NA
BIS-04,3,CEIN,1.5,0.4,NA
BIS-04,3,TODI,2,0.75,NA
BIS-04,3,CEIN,0.25,0.5,Shorter than 50 cm
BIS-04,3,CONU4,2,0.3,NA
BIS-04,3,TODI,1.25,0.2,NA
BIS-04,3,CEIN,1.25,0.8,NA
BIS-04,3,TODI,1.25,0.3,NA
BIS-04,3,CEIN,1.5,0.5,NA
BIS-04,3,CEIN,1.25,0.5,NA
BIS-04,3,LIDE3,1.25,0.6,NA
BIS-04,3,CEIN,1.25,0.5,NA
BIS-04,3,CEIN,1,1,NA
BIS-04,3,TODI,1,0.3,NA
BIS-04,3,CEIN,2.75,1.1,NA
BIS-04,3,CEIN,1.5,0.5,NA
BIS-04,3,TODI,1.75,0.3,NA
BIS-04,3,CEIN,2.5,0.6,NA
