Plot,Subplot,Species,DBH,Class,Height,CBH,Notes
HTL-04,7,QUCH2,7.2,C,5,1,NA
HTL-04,7,QUCH2,1.6,S,2.5,1,NA
HTL-04,7,PSME,3,C,3.25,0.75,NA
HTL-04,7,QUCH2,11,D,6.75,1.75,NA
HTL-04,7,PSME,2.6,C,3.5,1,NA
STC-01,2,ARME,8.8,D,9,2.5,NA
STC-01,2,PSME,4.4,I,4.25,1.35,NA
STC-01,2,CHCH7,4.2,C,4.25,2.4,NA
STC-01,2,QUCH2,4.5,D,4.25,1.25,NA
STC-01,2,PSME,3.1,S,3,1.75,NA
STC-01,2,PSME,3.5,S,4.25,1.65,NA
STC-01,2,ARME,1.9,X,NA,NA,NA
STC-01,2,PSME,3.2,I,3.75,1.6,NA
STC-01,2,PSME,4.7,I,4,1.5,NA
STC-01,2,ARME,3.7,S,4.5,2.5,NA
STC-01,2,PSME,6.1,C,5,2,NA
STC-01,2,PSME,6.5,C,5.75,2.25,NA
STC-01,4,ARME,2.8,X,NA,NA,NA
STC-01,4,PSME,6.9,C,11,3,NA
STC-01,4,PSME,1.7,S,2.25,1.4,NA
STC-01,4,PSME,2.3,S,3,1.25,NA
STC-01,4,PSME,8.5,D,12,3.5,NA
STC-01,4,PSME,5.8,C,8,2.25,NA
STC-01,4,PSME,5.1,C,6,2,NA
STC-01,4,PSME,2.6,S,3.25,1.35,NA
STC-01,4,PSME,1.9,S,2.75,2,NA
STC-01,4,PSME,4.7,I,4.75,1.5,NA
STC-01,4,PSME,1.8,S,3,2.25,NA
STC-01,4,PSME,3.2,I,6,1.5,NA
STC-01,4,PSME,7.1,C,8.5,2.5,NA
STC-01,4,PSME,2.3,S,2.75,1,NA
STC-01,4,PSME,6.6,C,11.5,4,NA
STC-01,4,PSME,8.5,C,12.5,4,NA
STC-01,4,PSME,1.5,S,2.25,1.5,NA
STC-01,4,PSME,3.4,I,4.25,1.25,NA
STC-01,7,CHCH7,3.2,I,3.5,1,NA
STC-01,7,CHCH7,3.8,S,2.5,2,NA
STC-01,7,PSME,5.3,I,5.25,1.75,NA
STC-01,7,ABCO,3.2,I,2.75,1.75,NA
STC-01,7,CHCH7,2.9,C,3.5,1.75,NA
STC-01,7,CHCH7,2.4,S,3.25,1.75,NA
STC-01,7,CHCH7,3.7,I,2.5,2,NA
STC-01,7,PSME,3.1,I,2.75,1.75,NA
STC-01,7,CHCH7,6.8,C,5.25,2,NA
STC-01,7,CHCH7,7,C,5,1.75,NA
STC-01,7,PSME,1.8,S,2.15,1.75,NA
STC-01,7,ARME,4.6,I,3,2.25,NA
STC-01,7,PSME,5,D,3.75,1.5,NA
STC-01,7,QUCH2,5.8,C,5,2.25,NA
STC-01,7,PSME,2.4,S,4.75,1.5,NA
STC-01,7,PSME,4.9,D,4,1.75,NA
STC-01,7,QUCH2,4.8,C,5,2.25,NA
STC-01,7,PSME,6,C,5,1.75,NA
STC-01,7,PSME,2.3,S,4.75,1.5,NA
STC-01,7,PSME,2.2,S,2.3,1.5,NA
STC-02,2,PSME,2.7,I,3.75,1.5,NA
STC-02,2,ARME,2.5,I,3.75,2.5,NA
STC-02,2,PSME,4.5,I,4.75,1.75,NA
STC-02,2,PSME,9.1,C,7.25,2.5,NA
STC-02,2,PSME,3.2,I,3.75,1.75,NA
STC-02,2,QUCH2,3.3,S,2.5,1.25,NA
STC-02,2,PSME,5.1,I,5.25,1.75,NA
STC-02,2,PSME,3.6,I,4.75,1.25,NA
STC-02,2,PSME,5.9,C,5.25,2,NA
STC-02,2,ABCO,3.3,S,3,1,NA
STC-02,2,PSME,2.1,S,3.5,1.5,NA
STC-02,2,PSME,3.5,X,NA,NA,NA
STC-02,2,QUCH2,2.7,S,2.5,1.25,NA
STC-02,2,PSME,3,S,4.25,1.75,NA
STC-02,2,PSME,3.5,I,4.25,1.25,NA
STC-02,2,ARME,4.6,I,4,1.75,NA
STC-02,2,PSME,10.9,D,8.5,1.25,NA
STC-02,2,PSME,3.7,X,NA,NA,NA
STC-02,2,PSME,4.3,I,5,1.5,NA
STC-02,2,QUCH2,7.3,C,5,2,NA
STC-02,2,PSME,5.4,X,NA,NA,NA
STC-02,2,PSME,2,S,3,1.25,NA
STC-02,2,PSME,2.5,S,3.25,1.75,NA
STC-02,2,PSME,2.9,S,4.5,1.5,NA
STC-02,2,PSME,3.4,S,4.25,1.25,NA
STC-02,2,QUCH2,2,S,2.5,1.5,NA
STC-02,2,PSME,1.7,S,3,1,NA
STC-02,2,PSME,6,C,5.25,1.25,NA
STC-02,2,PSME,6.1,C,6,1.5,NA
STC-02,2,PSME,8.7,C,7,1.75,NA
STC-02,2,PSME,2.5,S,3,1.1,NA
STC-02,2,QUCH2,5.4,I,5,1.5,NA
STC-02,2,PSME,2.9,X,NA,NA,NA
STC-02,2,PSME,5.2,I,4,1.75,NA
STC-02,2,PSME,2.4,S,3.5,1.75,NA
STC-02,2,PSME,1.5,S,1.25,1,NA
STC-02,2,PSME,1.5,S,2,1,NA
STC-02,4,ARME,1.6,S,2.25,1.25,NA
STC-02,4,PSME,3.1,S,3.25,1.5,NA
STC-02,4,PSME,5.6,D,5.75,2,NA
STC-02,4,PSME,4,I,4.5,2.25,NA
STC-02,4,ARME,1.7,X,NA,NA,NA
STC-02,4,PSME,7.5,D,6,1.25,NA
STC-02,4,PSME,2.1,S,2.75,2,NA
STC-02,4,PSME,1.7,S,2.25,1.75,NA
STC-02,4,ARME,2.8,I,3,2,NA
STC-02,4,ARME,2.5,I,2.5,1.5,NA
STC-02,4,ARME,1.9,S,2.5,1.75,NA
STC-02,4,PSME,8.3,D,6.5,2,NA
STC-02,4,PSME,3,S,3.25,2,NA
STC-02,4,PSME,1.8,S,2.25,1,NA
STC-02,4,ARME,3.6,I,2.75,1.25,NA
STC-02,4,PSME,5.1,C,4.5,1.75,NA
STC-02,4,PSME,4.1,I,3.75,1.5,NA
STC-02,4,PSME,6.5,D,4.5,1.25,NA
STC-02,4,ARME,1.7,S,2,1.25,NA
STC-02,4,ARME,2.8,I,2.75,2,NA
STC-02,4,ARME,3.9,S,3.5,1.75,NA
STC-02,4,PSME,3.5,S,3.25,1.75,NA
STC-02,4,PSME,5.4,C,5,1.75,NA
STC-02,4,PSME,3.2,I,4,1.5,NA
STC-02,4,ARME,2.9,I,2.75,1.5,NA
STC-02,4,PSME,5.9,C,4,1.5,NA
STC-02,4,PSME,4.1,I,3.75,4.1,NA
STC-02,4,PSME,2.5,I,3,1,NA
STC-02,4,ARME,2.4,X,NA,NA,NA
STC-02,7,PSME,5.4,C,4.75,1.25,NA
STC-02,7,PSME,5.3,D,4.5,0.75,NA
STC-02,7,PSME,2.7,S,3.25,1,NA
STC-02,7,QUCH2,6.2,C,5.25,1.75,NA
STC-02,7,PSME,4,I,4.25,1,NA
STC-02,7,ARME,2.8,I,3,1,NA
STC-02,7,PSME,5.9,D,4.5,0.75,NA
STC-02,7,PSME,3.2,I,3,1.25,NA
STC-02,7,PSME,3.1,I,2.75,1,NA
STC-02,7,PSME,2.6,S,1.75,1,NA
STC-02,7,QUCH2,2.3,S,2.5,1.5,NA
STC-02,7,PSME,10.8,D,8.5,1,NA
STC-02,7,PSME,7.8,D,4.25,1.25,NA
STC-02,7,PSME,1.5,S,2.25,1.25,NA
STC-02,7,PSME,8.5,C,6.5,1.25,NA
STC-02,7,QUCH2,5.6,C,4,1,NA
STC-02,7,PSME,3.6,I,4,0.5,NA
HTL-10,2,QUCH2,7.8,D,6,1.75,NA
HTL-10,2,QUCH2,5.6,I,3.5,2,NA
HTL-10,2,ARME,4.4,S,3.75,1.75,NA
HTL-10,2,QUCH2,5.4,I,4.25,0.5,NA
HTL-10,2,QUCH2,7,C,4.5,1.25,NA
HTL-10,2,QUCH2,5.6,I,5,1.25,NA
HTL-10,2,QUCH2,4.8,I,3.75,2,NA
HTL-10,2,QUCH2,7,I,3.75,2,NA
HTL-10,2,QUCH2,5.2,C,3.5,0.5,NA
HTL-10,2,QUCH2,3,I,3,1,NA
HTL-10,2,QUCH2,11,D,6.25,2.25,NA
HTL-10,2,QUCH2,4.4,I,4.25,1.5,NA
HTL-10,2,QUCH2,7.2,C,4.75,1.75,NA
HTL-10,2,QUCH2,2.2,I,3.25,1,NA
HTL-10,4,QUCH2,10.7,C,5.75,3.5,NA
HTL-10,4,QUCH2,3,S,3.75,2.5,NA
HTL-10,4,QUCH2,4.7,I,4.75,2.25,NA
HTL-10,4,QUCH2,7,C,6.5,2.5,NA
HTL-10,4,QUKE,4,I,4.75,4,NA
HTL-10,4,QUCH2,7.3,C,4,2.25,NA
HTL-10,4,QUCH2,6.5,I,3.5,1.75,NA
HTL-10,4,QUCH2,7.2,C,4.75,1.5,NA
HTL-10,4,QUCH2,8.5,D,6.75,3.25,NA
HTL-10,4,QUCH2,6.4,I,5.75,3,NA
HTL-10,4,QUCH2,2.8,S,3.75,2.25,NA
HTL-10,4,QUCH2,8.7,C,6.75,2.25,NA
HTL-10,4,QUKE,6.8,D,4.5,2.25,NA
HTL-10,4,QUCH2,6.9,C,4.75,2.25,NA
HTL-10,4,QUCH2,9.3,C,6.5,1.75,NA
HTL-10,4,QUCH2,4.2,I,5.25,2.75,NA
HTL-10,4,QUCH2,2.5,S,3.25,2.75,NA
HTL-10,4,QUCH2,2.9,S,3.5,2,NA
HTL-10,4,QUCH2,7.6,C,4.5,2.25,NA
HTL-10,4,QUCH2,2.5,S,2.75,2.25,NA
HTL-10,4,QUCH2,8.4,C,6,2,NA
HTL-10,7,QUCH2,3,S,2.75,1,NA
HTL-10,7,QUCH2,2.3,C,3.5,0.5,NA
HTL-10,7,QUCH2,5.4,D,4,0.25,NA
HTL-10,7,QUCH2,2.4,S,2.75,1,NA
HTL-10,7,QUCH2,8.3,D,5,0.75,NA
HTL-10,7,QUCH2,11,C,6.75,2,NA
HTL-10,7,QUCH2,6.1,I,4,1.5,NA
HTL-10,7,QUCH2,4.6,I,4.25,1.75,NA
HTL-10,7,QUCH2,3.2,C,4,0.5,NA
HTL-10,7,QUCH2,8.9,D,6,0.75,NA
HTL-10,7,QUCH2,2,S,2.25,0.5,NA
HTL-10,7,QUCH2,3,I,3,0.75,NA
HTL-10,7,QUCH2,10.2,D,7,2,NA
HTL-10,7,QUCH2,3.6,S,3.5,2.25,NA
HTL-10,7,QUCH2,11.3,D,6.5,1.5,NA
HTL-10,7,QUCH2,2.9,C,3.75,0.5,NA
HTL-10,7,QUCH2,8.4,C,5.25,1,NA
HTL-10,7,QUCH2,2.7,I,2.75,0.75,NA
HTL-10,7,QUCH2,6.2,S,2.5,1.25,NA
HTL-10,7,QUCH2,10.3,C,6.75,2.25,NA
HTL-12,2,QUCH2,10,C,4.5,1.5,NA
HTL-12,2,ARME,3,I,3,1.5,NA
HTL-12,2,ARME,2.5,C,4.5,2,NA
HTL-12,2,ARME,2,S,2.25,1.5,NA
HTL-12,2,ARME,1.8,S,1.8,1.25,NA
HTL-12,2,QUCH2,5.3,C,4.25,1.5,NA
HTL-12,2,QUKE,6,D,4.25,2,NA
HTL-12,2,ARME,9,D,5,2.25,NA
HTL-12,2,QUCH2,4.8,C,4.5,1.4,NA
HTL-12,2,QUCH2,6.3,C,4.5,1.5,NA
HTL-12,2,ARME,3,C,4.25,1.75,NA
HTL-12,2,QUCH2,5.3,D,5,2.5,NA
HTL-12,2,QUCH2,1.9,S,2,1.5,NA
HTL-12,2,ARME,2.2,S,1.8,1.5,NA
HTL-12,2,ARME,3.3,C,3,2,NA
HTL-12,2,ARME,2.2,I,2.25,1.5,NA
HTL-12,2,ARME,2.9,I,2.25,1.2,NA
HTL-12,2,QUCH2,4,I,3.5,1.6,NA
HTL-12,2,ARME,2.1,I,2.75,1.75,NA
HTL-12,2,QUCH2,2.3,I,2.5,1.5,NA
HTL-12,2,QUCH2,7.2,D,5,2.5,NA
HTL-12,2,ARME,2.3,I,2.25,1.5,NA
HTL-12,2,QUCH2,2.6,C,3,1.25,NA
HTL-12,2,ARME,1.9,I,2.3,1.75,NA
HTL-12,2,ARME,1.9,I,2.1,1.3,NA
HTL-12,2,ARME,3.6,C,2.75,1.5,NA
HTL-12,2,ARME,1.9,C,2.4,1.5,NA
HTL-12,2,QUCH2,1.5,S,1.75,1.25,NA
HTL-12,2,ARME,1.9,I,2.4,1.75,NA
HTL-12,2,QUCH2,1.5,I,2.2,1.5,NA
HTL-12,2,QUCH2,2.7,I,2.5,2,NA
HTL-12,2,ARME,1.8,I,2.25,1.5,NA
HTL-12,4,QUKE,5.6,C,5,2.5,NA
HTL-12,4,PSME,4.7,C,4.25,1.5,NA
HTL-12,4,QUCH2,2,S,2.25,0.5,NA
HTL-12,4,QUCH2,3.7,C,4.25,1.5,NA
HTL-12,4,QUCH2,4.6,C,3.75,0.75,NA
HTL-12,4,QUCH2,2.8,X,NA,NA,NA
HTL-12,4,QUCH2,3.1,I,2.25,1.25,NA
HTL-12,4,QUCH2,3.1,C,3.25,1,NA
HTL-12,4,QUCH2,2.5,I,3,1.5,NA
HTL-12,4,QUCH2,2.2,I,2.5,1.25,NA
HTL-12,4,QUCH2,7.1,C,4.25,1.5,NA
HTL-12,4,ARME,5,C,4.5,1.5,NA
HTL-12,4,QUKE,2.3,X,NA,NA,NA
HTL-12,4,QUKE,4.6,I,3.25,1.5,NA
HTL-12,4,QUKE,5.9,C,5.25,2.5,NA
HTL-12,4,PSME,2.6,I,3,1.25,NA
HTL-12,4,QUCH2,1.7,S,2.75,1.5,NA
HTL-12,4,QUCH2,3.9,I,3.75,1,NA
HTL-12,4,QUCH2,3.3,C,4,1.25,NA
HTL-12,4,QUCH2,5.7,I,3,1.25,NA
HTL-12,4,QUCH2,3.2,S,3,1.25,NA
HTL-12,4,QUCH2,3,C,3,0.75,NA
HTL-12,4,QUCH2,2.1,I,3.25,1.25,NA
HTL-12,4,QUCH2,3.8,C,4,1.75,NA
HTL-12,4,QUCH2,1.7,S,2.5,1.75,NA
HTL-12,4,ARME,2.1,I,3.25,1.25,NA
HTL-12,4,QUKE,3,X,NA,NA,NA
HTL-12,4,QUKE,7,D,5.75,2,NA
HTL-12,4,QUKE,6.8,C,5.25,1.25,NA
HTL-12,4,PSME,3.4,I,3,1,NA
HTL-12,4,QUCH2,2.4,I,2.5,1,NA
HTL-12,4,QUCH2,1.5,S,2.25,1,NA
HTL-12,4,QUCH2,2.1,I,2.5,1,NA
HTL-12,4,QUCH2,2.2,S,2,1,NA
HTL-12,4,QUCH2,1.5,S,2.75,1,NA
HTL-12,4,QUCH2,5.4,C,4,1.5,NA
HTL-12,4,QUCH2,6,C,4.25,1.25,NA
HTL-12,4,QUCH2,6.4,C,4.25,1.25,NA
HTL-12,4,QUCH2,2.1,S,2.25,1.25,NA
HTL-12,4,ARME,1.7,I,2.5,1.25,NA
HTL-12,4,QUKE,4.9,S,5.25,2,NA
HTL-12,4,QUKE,2.8,X,NA,NA,NA
HTL-12,4,QUKE,6.7,C,5.25,1.25,NA
HTL-12,4,ARME,2.4,I,2.75,1.5,NA
HTL-12,4,PSME,5.8,D,5.75,1.75,NA
HTL-12,4,QUCH2,4.1,C,4,1.5,NA
HTL-12,4,QUKE,5.4,C,4.5,2.25,NA
HTL-12,4,ARME,2.2,I,2.25,1.25,NA
HTL-12,4,PSME,4.8,C,3.75,1.25,NA
HTL-12,4,QUCH2,2.3,S,2.75,1.5,NA
HTL-12,4,QUCH2,3.9,C,3,1.15,NA
HTL-12,7,PSME,7,C,5.5,1.25,NA
HTL-12,7,ARME,1.9,I,2.4,1.6,NA
HTL-12,7,ARME,5.2,C,4.5,4,NA
HTL-12,7,PSME,1.6,S,2.3,0.5,NA
HTL-12,7,ARME,1.7,X,NA,NA,NA
HTL-12,7,ARME,6.9,I,5.25,3,NA
HTL-12,7,ARME,2.3,X,NA,NA,NA
HTL-12,7,ARME,2.2,X,NA,NA,NA
HTL-12,7,PSME,3,I,3.25,1,NA
HTL-12,7,ARME,3.2,I,3.25,2.75,NA
HTL-12,7,ARME,10.6,C,6.5,4,NA
HTL-12,7,PSME,4.2,I,5.25,1.75,NA
HTL-12,7,ARME,5.5,I,5,3,NA
HTL-12,7,ARME,6.4,C,5.5,2,NA
HTL-12,7,ARME,3.4,X,NA,NA,NA
HTL-12,7,PSME,3.4,S,3.25,1.1,NA
HTL-12,7,ARME,7,C,4.5,3,NA
HTL-12,7,ARME,6.9,C,5.5,4.5,NA
HTL-12,7,PSME,7.4,D,5.5,1.8,NA
HTL-12,7,ARME,9.3,D,8,4.5,NA
HTL-12,7,ARME,10.5,D,6,4.5,NA
HTL-12,7,ARME,1.5,X,NA,NA,NA
HTL-12,7,ARME,11.1,D,8,2.5,NA
HTL-12,7,PSME,8.4,D,6,1.5,NA
HTL-12,7,QUKE,7.3,D,5.5,2.25,NA
HTL-12,7,QUCH2,2.3,I,2.75,1.75,NA
HTL-12,7,QUCH2,1.8,S,2.3,1.3,NA
HTL-12,7,QUCH2,5.1,C,4.5,2,NA
HTL-12,7,QUCH2,7.7,D,4.5,2.25,NA
HTL-12,7,PSME,3.3,C,3.25,1.5,NA
HTL-12,7,QUCH2,3.4,I,3,1.75,NA
HTL-12,7,QUCH2,4.4,D,4.25,1.5,NA
HTL-12,7,QUCH2,2.2,I,3,2,NA
HTL-12,7,QUCH2,4.5,D,3,1.8,NA
HTL-12,7,QUCH2,2,S,2.75,1.75,NA
HTL-12,7,QUCH2,1.9,C,3.75,2.25,NA
BWU-01,2,NONE,NA,NA,NA,NA,NA
BWU-01,4,NONE,NA,NA,NA,NA,NA
BWU-01,7,NONE,NA,NA,NA,NA,NA
BWU-02,2,NONE,NA,NA,NA,NA,NA
BWU-02,4,NONE,NA,NA,NA,NA,NA
BWU-02,7,QUKE,2.6,C,3.75,1.5,NA
BWU-02,7,QUKE,6.7,X,NA,NA,NA
BWU-02,7,QUKE,3.5,I,3,1.5,NA
BWU-02,7,QUKE,2.1,I,1,1.75,NA
BWU-02,7,QUKE,4.4,C,3,1,NA
BWU-02,7,QUKE,2.5,I,3,1.25,NA
BWU-02,7,QUKE,6.2,D,3.75,1.25,NA
BWU-02,7,QUKE,3.6,D,4,2.5,NA
BWU-02,7,QUKE,5.4,D,4.25,1.5,NA
BWU-02,7,QUKE,4.6,D,4.25,1.5,NA
HCS-02,3,QUCH2,1.7,C,2.15,0.75,"Small trees were sampled in subplots 3, 5, and 7 in this plot"
HCS-02,3,QUCH2,2.2,C,2.75,0.75,NA
HCS-02,3,QUCH2,4.9,D,4.25,0.75,NA
HCS-02,5,LIDE3,5.7,C,4.25,1.25,"Small trees were sampled in subplots 3, 5, and 7 in this plot"
HCS-02,5,QUCH2,6.1,D,5,0.5,NA
HCS-02,5,QUCH2,5.7,C,5,1.25,NA
HCS-02,5,QUCH2,3.7,I,3.5,1,NA
HCS-02,5,LIDE3,7.3,C,4.75,1,NA
HCS-02,5,QUCH2,5.9,C,3.5,0.5,NA
HCS-02,5,QUCH2,9.4,C,5,1.75,NA
HCS-02,5,QUCH2,1.5,S,3,0.5,NA
HCS-02,5,QUCH2,6.3,C,5,1.5,NA
HCS-02,7,QUCH2,1.8,I,2,0.5,"Small trees were sampled in subplots 3, 5, and 7 in this plot"
HCS-02,7,QUCH2,5.6,D,4.5,0.75,NA
HCS-02,7,ARME,3.9,C,4,1.5,NA
HCS-02,7,QUCH2,2.9,C,4,1,NA
HCS-02,7,QUCH2,5.7,D,4.25,1,NA
HCS-02,7,QUCH2,3.5,C,3.75,1,NA
HCS-02,7,QUCH2,2.3,S,2,1,NA
HCS-02,7,QUCH2,2.3,I,3,0.75,NA
HCS-02,7,QUCH2,1.8,I,3.5,1,NA
HCS-04,2,PSME,2.7,C,2.75,0.5,NA
HCS-04,2,PSME,3.4,C,3,0.5,NA
HCS-04,2,ARME,3.2,D,3,1.1,NA
HCS-04,2,PSME,2.1,C,2.75,0.75,NA
HCS-04,2,LIDE3,2.8,C,3.25,0,NA
HCS-04,2,LIDE3,1.6,I,2.4,0.25,NA
HCS-04,2,ARME,1.5,D,2.2,0.75,NA
HCS-04,2,PSME,3.8,D,3.25,0.5,NA
HCS-04,2,PSME,1.8,C,2.3,0.25,NA
HCS-04,2,LIDE3,4.2,D,3.25,0.5,NA
HCS-04,2,LIDE3,5.3,C,3,0.75,NA
HCS-04,2,CONU4,2.5,D,2.75,0.5,NA
HCS-04,2,CONU4,1.8,I,2.25,1,NA
HCS-04,2,LIDE3,3.6,C,3.5,1,NA
HCS-04,2,PSME,2.4,C,2.75,0.25,NA
HCS-04,2,PSME,3.9,C,3.5,0.5,NA
HCS-04,2,ARME,2.3,C,2.5,1,NA
HCS-04,2,PSME,2.1,C,2.5,0.5,NA
HCS-04,2,LIDE3,3.7,C,3,0.75,NA
HCS-04,2,LIDE3,2.5,I,2.5,0.25,NA
HCS-04,2,PSME,2.3,I,2.5,0.75,NA
HCS-04,2,LIDE3,3.5,C,2.6,0.25,NA
HCS-04,2,CONU4,4.5,C,2.6,0.5,NA
HCS-04,2,LIDE3,5.8,C,3.6,0.25,NA
HCS-04,2,PSME,2,C,2.3,0.25,NA
HCS-04,2,PSME,3.2,C,3.25,0.6,NA
HCS-04,2,ARME,4,C,3,1.25,NA
HCS-04,2,PSME,1.6,C,2,0.5,NA
HCS-04,2,LIDE3,2.1,C,2.3,0.75,NA
HCS-04,2,LIDE3,3.7,D,2.5,0.6,NA
HCS-04,2,PSME,2.3,I,2.6,0.5,NA
HCS-04,2,LIDE3,3.4,C,2.75,0.5,NA
HCS-04,2,CONU4,1.7,C,2.3,0.8,NA
HCS-04,2,LIDE3,2.4,C,3,0.25,NA
HCS-04,4,PSME,1.7,I,2.25,0.25,NA
HCS-04,4,LIDE3,2.5,C,2.5,0.5,NA
HCS-04,4,LIDE3,2,I,2.25,1,NA
HCS-04,4,CHCH7,1.5,I,2.25,1.5,NA
HCS-04,4,CHCH7,3.3,C,3.5,1.5,NA
HCS-04,4,CHCH7,1.7,I,2.5,1.25,NA
HCS-04,4,LIDE3,3.2,I,3.25,1.25,NA
HCS-04,4,PSME,1.5,I,2.25,0.25,NA
HCS-04,4,LIDE3,3.2,C,2.75,1.25,NA
HCS-04,4,LIDE3,6.8,D,4.5,2,NA
HCS-04,4,PSME,1.8,I,2.75,0.5,NA
HCS-04,4,LIDE3,2.6,C,2.5,1,NA
HCS-04,4,LIDE3,5,D,4,0.75,NA
HCS-04,4,CHCH7,3.4,D,3,1,NA
HCS-04,4,CHCH7,5.4,D,4.25,1.5,NA
HCS-04,4,CHCH7,2,I,2,1,NA
HCS-04,4,LIDE3,1.8,C,2.5,0.5,NA
HCS-04,4,PSME,1.7,I,2.25,0.25,NA
HCS-04,4,LIDE3,7.2,D,5,1.75,NA
HCS-04,4,LIDE3,5.3,D,4.25,2.25,NA
HCS-04,4,PSME,1.5,I,2.25,0.25,NA
HCS-04,4,LIDE3,2.6,C,2.75,1.25,NA
HCS-04,4,LIDE3,2.1,I,2.5,1,NA
HCS-04,4,CHCH7,1.9,I,2.5,1.25,NA
HCS-04,4,CHCH7,3.8,C,3.25,1.5,NA
HCS-04,4,LIDE3,3.6,C,3,1,NA
HCS-04,4,PSME,1.7,I,2.25,0.5,NA
HCS-04,4,LIDE3,3.7,D,4.25,1.75,NA
HCS-04,4,LIDE3,3.5,C,3.75,1,NA
HCS-04,4,LIDE3,3,C,3.25,1.25,NA
HCS-04,4,LIDE3,3.6,C,3.5,1,NA
HCS-04,4,LIDE3,4.6,D,4,1.5,NA
HCS-04,7,PSME,2.2,C,3,0.25,NA
HCS-04,7,PSME,3.6,D,3.75,0.5,NA
HCS-04,7,LIDE3,3.1,C,3.25,1.5,NA
HCS-04,7,LIDE3,2.4,C,2.5,0.25,NA
HCS-04,7,LIDE3,3.7,C,3,0.75,NA
HCS-04,7,LIDE3,2.3,I,2.5,1,NA
HCS-04,7,LIDE3,5.5,D,4.25,1.5,NA
HCS-04,7,PSME,1.6,I,2.25,0.5,NA
HCS-04,7,CHCH7,1.8,I,2.5,1.25,NA
HCS-04,7,PSME,1.6,I,2.25,0.25,NA
HCS-04,7,PSME,2.2,C,3.25,0.5,NA
HCS-04,7,SALIX,1.7,C,3,1.25,NA
HCS-04,7,ARME,1.8,I,2.5,0.5,NA
HCS-04,7,PSME,2,C,3,0.5,NA
HCS-04,7,PSME,3,D,3.75,0.25,NA
HCS-04,7,PSME,3,D,3.25,0.5,NA
HCS-04,7,LIDE3,2.9,D,3,1.25,NA
HCS-04,7,LIDE3,5.2,D,3.75,0.5,NA
HCS-04,7,LIDE3,4.7,D,4,1,NA
HCS-04,7,LIDE3,4,C,2.75,1,NA
HCS-04,7,LIDE3,3.5,D,3.25,1.25,NA
HCS-04,7,CHCH7,2,I,2.25,1.5,NA
HCS-04,7,PSME,2.1,I,2.25,0.5,NA
HCS-04,7,PSME,1.5,I,2.25,0.5,NA
HCS-04,7,SALIX,1.9,I,2.75,1.5,NA
HCS-04,7,PSME,2.1,I,2.25,0.5,NA
HCS-04,7,PSME,2.8,C,3.5,0.25,NA
HCS-04,7,PSME,2.3,C,3.25,0.5,NA
HCS-04,7,LIDE3,2.6,C,2.75,1,NA
HCS-04,7,LIDE3,2,I,2.25,0.75,NA
HCS-04,7,LIDE3,4.4,D,4.25,1.75,NA
HCS-04,7,LIDE3,4.1,C,3.25,1,NA
HCS-04,7,LIDE3,3.5,C,3.75,1.5,NA
HCS-04,7,CHCH7,4.1,C,3.5,1.5,NA
HCS-04,7,PSME,2.1,I,2.5,0.25,NA
HCS-04,7,PSME,3.2,C,3.5,0.75,NA
HCS-04,7,PSME,2.1,I,2.5,0.5,NA
HCS-06,2,LIDE3,3,D,2.75,0.75,NA
HCS-06,2,QUCH2,2.2,I,2.75,0.75,NA
HCS-06,2,QUCH2,2.7,C,3.5,1.25,NA
HCS-06,2,ARME,1.8,S,2.25,1,NA
HCS-06,2,LIDE3,3.5,I,4,1.75,NA
HCS-06,2,LIDE3,5.5,C,4.75,2,NA
HCS-06,2,LIDE3,2.7,I,3.25,3,NA
HCS-06,2,QUCH2,1.5,D,2.5,1.5,NA
HCS-06,2,LIDE3,3.2,C,4,1,NA
HCS-06,2,LIDE3,1.7,C,2,0.5,NA
HCS-06,2,QUCH2,3.5,C,3,1.25,NA
HCS-06,2,QUCH2,1.7,C,2.75,0.75,NA
HCS-06,2,LIDE3,3.1,I,4,2,NA
HCS-06,2,LIDE3,2.1,I,2.75,1.75,NA
HCS-06,2,LIDE3,2.3,C,3.25,1.75,NA
HCS-06,2,LIDE3,1.7,C,2.25,0.5,NA
HCS-06,2,LIDE3,2.6,C,3.25,0.75,NA
HCS-06,2,QUCH2,2.5,I,2.5,1.25,NA
HCS-06,2,QUCH2,3.6,C,3.25,0.75,NA
HCS-06,2,LIDE3,4.6,C,4.5,2,NA
HCS-06,2,LIDE3,2.2,I,2.75,1.25,NA
HCS-06,2,LIDE3,1.8,C,3.25,1.75,NA
HCS-06,2,LIDE3,1.7,D,2.76,0.5,NA
HCS-06,4,QUCH2,2.3,I,3,1.25,NA
HCS-06,4,QUCH2,1.7,I,3,2,NA
HCS-06,4,ARME,4.1,C,2.75,1.25,NA
HCS-06,4,QUCH2,3,I,3.25,1.25,NA
HCS-06,4,LIDE3,4.2,C,4.5,1.25,NA
HCS-06,4,LIDE3,1.9,I,3,0.5,NA
HCS-06,4,QUCH2,4.3,C,3.25,1,NA
HCS-06,4,LIDE3,4.1,I,4,1.25,NA
HCS-06,4,LIDE3,7.8,C,6.5,1,NA
HCS-06,4,LIDE3,6.1,C,6,1.25,NA
HCS-06,4,QUCH2,1.5,I,3.75,1.25,NA
HCS-06,4,QUCH2,2.9,I,3,1.25,NA
HCS-06,4,ARME,4.6,D,4,1.25,NA
